envio_id;transportadora_id;filial_origem_id;data_coleta;data_prometida;data_entrega;uf_origem;uf_destino;regiao_destino;distancia_km;peso_kg;valor_declarado;valor_frete;modal;categoria_produto;status;motivo
3302;1;10;2024-06-19 20:21:00;2024-06-23;2024-06-23 20:21:00;BA;CE;Nordeste;1023;3.35;175.11;33.33;Rodoviário;Brinquedos;Entregue;
3303;1;6;2024-11-01 12:22:00;2024-11-04;2024-11-04 12:22:00;RS;SP;Sudeste;712;8.31;214.8;44.56;Rodoviário;Ferramentas;Entregue;
3304;7;6;2024-05-12 11:25:00;2024-05-15;2024-05-15 11:25:00;RS;SP;Sudeste;808;9.02;148.04;59.79;Rodoviário;Autopeças;Entregue;
3305;2;9;2024-04-22 19:44:00;2024-04-27;2024-04-27 19:44:00;CE;MG;Sudeste;1926;10.05;207.88;60.64;Rodoviário;Ferramentas;Entregue;
3306;1;3;2024-04-18 10:33:00;2024-04-20;2024-04-20 10:33:00;RJ;RJ;Sudeste;242;1.21;45.1;21.1;Rodoviário;Esportes;Entregue;
3307;4;6;2024-07-07 11:35:00;2024-07-13;2024-07-13 11:35:00;RS;AP;Norte;2235;4.43;395.13;54.11;Rodoviário;Autopeças;Entregue;
3308;1;14;2024-01-15 14:42:00;2024-01-21;2024-01-21 14:42:00;AM;SC;Sul;2340;29.91;126.79;139.59;Rodoviário;Autopeças;Entregue;
3309;4;11;2024-01-05 19:38:00;2024-01-06;2024-01-06 19:38:00;GO;SP;Sudeste;644;0.65;53.2;57.19;Aéreo;Brinquedos;Entregue;
3310;4;3;2024-05-12 06:32:00;2024-05-17;2024-05-17 06:32:00;RJ;RN;Nordeste;1910;0.73;200.8;25.7;Rodoviário;Vestuário;Entregue;
3311;5;15;2024-07-28 07:38:00;2024-08-01;2024-08-01 07:38:00;MT;RJ;Sudeste;935;2.97;190.44;27.04;Rodoviário;Brinquedos;Entregue;
3312;1;10;2024-07-30 12:16:00;2024-08-03;2024-08-03 12:16:00;BA;RS;Sul;1258;4.44;385.26;35.3;Rodoviário;Eletrônicos;Entregue;
3313;4;11;2024-12-31 14:22:00;2025-01-05;2025-01-05 14:22:00;GO;RN;Nordeste;2049;2.19;61.68;38.33;Rodoviário;Casa e Cozinha;Entregue;
3314;4;14;2024-02-27 10:58:00;2024-03-06;2024-03-06 10:58:00;AM;SE;Nordeste;3390;5.98;143.02;58.65;Rodoviário;Autopeças;Entregue;
3315;2;9;2024-08-15 22:38:00;2024-08-18;2024-08-23 22:38:00;CE;AM;Norte;3717;5.76;84.42;169.49;Aéreo;Casa e Cozinha;Entregue;Endereço difícil acesso
3316;6;1;2024-02-23 13:44:00;2024-02-26;2024-02-29 13:44:00;SP;DF;Centro-Oeste;511;0.15;54.78;15.6;Rodoviário;Beleza;Entregue;Bloqueio de estrada
3317;1;7;2024-12-06 21:32:00;2024-12-09;2024-12-09 21:32:00;SC;MG;Sudeste;707;0.41;37.41;20.17;Rodoviário;Livros;Entregue;
3318;4;8;2024-04-21 11:58:00;2024-04-26;2024-04-26 11:58:00;PE;SC;Sul;1961;0.72;69.76;31.94;Rodoviário;Vestuário;Entregue;
3319;4;1;2024-07-01 13:40:00;2024-07-06;2024-07-11 13:40:00;SP;AM;Norte;1642;3.34;172.73;39.57;Rodoviário;Brinquedos;Entregue;Volume acima da capacidade
3320;1;1;2024-11-21 18:45:00;2024-11-24;2024-11-24 18:45:00;SP;RJ;Sudeste;525;10.65;121.68;54.31;Rodoviário;Eletrônicos;Entregue;
3321;5;7;2024-05-13 14:43:00;2024-05-15;2024-05-15 14:43:00;SC;SP;Sudeste;465;0.23;41.81;30.86;Rodoaéreo;Beleza;Entregue;
3322;4;9;2024-10-24 07:32:00;2024-10-26;2024-10-26 07:32:00;CE;CE;Nordeste;269;4.47;60.49;30.78;Rodoviário;Esportes;Entregue;
3323;5;12;2024-04-02 16:38:00;2024-04-05;2024-04-05 16:38:00;DF;MT;Centro-Oeste;727;1.4;49.74;24.14;Rodoviário;Alimentos;Entregue;
3324;4;11;2024-03-03 09:35:00;2024-03-06;2024-03-06 09:35:00;GO;PR;Sul;629;1.66;20;19.99;Rodoviário;Beleza;Entregue;
3325;5;9;2024-08-13 07:58:00;2024-08-18;2024-08-18 07:58:00;CE;MG;Sudeste;1744;24.24;251.74;110.19;Rodoviário;Autopeças;Entregue;
3326;6;3;2024-11-23 09:34:00;2024-11-26;2024-11-26 09:34:00;RJ;SP;Sudeste;486;1.42;287.16;24.08;Rodoviário;Esportes;Entregue;
3327;4;3;2024-07-28 22:50:00;2024-07-30;2024-07-30 22:50:00;RJ;MG;Sudeste;251;3.09;345.75;21.35;Rodoviário;Casa e Cozinha;Entregue;
3328;4;1;2024-02-27 14:21:00;2024-02-28;2024-02-28 14:21:00;SP;RJ;Sudeste;580;2.26;128.65;74.55;Aéreo;Esportes;Entregue;
3329;1;4;2024-10-07 19:01:00;2024-10-09;2024-10-09 19:01:00;MG;RJ;Sudeste;193;7.32;347.03;46.3;Rodoviário;Autopeças;Entregue;
3330;5;2;2024-11-07 16:09:00;2024-11-09;2024-11-15 16:09:00;SP;SP;Sudeste;157;0.87;345.42;19.18;Rodoviário;Alimentos;Entregue;Cliente ausente
3331;2;8;2024-12-20 13:45:00;2024-12-25;2024-12-29 13:45:00;PE;SP;Sudeste;1547;1.98;101.25;29.49;Rodoviário;Casa e Cozinha;Entregue;Cliente ausente
3332;4;1;2024-09-26 10:38:00;2024-09-29;2024-09-29 10:38:00;SP;RJ;Sudeste;429;0.32;86.12;15.81;Rodoviário;Brinquedos;Entregue;
3333;5;11;2024-05-19 19:56:00;2024-05-24;2024-05-29 19:56:00;GO;PA;Norte;1947;1.42;110.58;32.36;Rodoviário;Esportes;Entregue;Bloqueio de estrada
3334;4;15;2024-01-13 12:29:00;2024-01-17;2024-01-17 12:29:00;MT;RS;Sul;1311;5.26;96.72;36.25;Rodoviário;Alimentos;Entregue;
3335;5;7;2024-01-07 15:31:00;2024-01-11;2024-01-11 15:31:00;SC;SE;Nordeste;1446;10.86;364.3;67.1;Rodoviário;Autopeças;Entregue;
3336;1;9;2024-09-13 12:45:00;2024-09-17;2024-09-17 12:45:00;CE;BA;Nordeste;1189;0.81;51.77;25.35;Rodoviário;Beleza;Entregue;
3337;4;10;2024-04-16 12:26:00;2024-04-19;2024-04-19 12:26:00;BA;CE;Nordeste;849;7.71;731.2;51.54;Rodoviário;Ferramentas;Entregue;
3338;5;13;2024-05-01 22:32:00;2024-05-07;2024-05-07 22:32:00;PA;MS;Centro-Oeste;2114;0.66;41.95;32.54;Rodoviário;Livros;Entregue;
3339;1;3;2024-03-26 06:42:00;2024-03-30;2024-03-30 06:42:00;RJ;TO;Norte;1121;1.07;77.39;22.91;Rodoviário;Brinquedos;Entregue;
3340;5;11;2024-04-15 06:01:00;2024-04-18;2024-04-18 06:01:00;GO;RJ;Sudeste;756;9.04;122.03;54.11;Rodoviário;Casa e Cozinha;Entregue;
3341;2;1;2024-01-14 12:53:00;2024-01-15;2024-01-15 12:53:00;SP;SP;Sudeste;197;14.71;327.19;237.39;Aéreo;Autopeças;Entregue;
3342;1;12;2024-10-13 20:42:00;2024-10-17;2024-10-17 20:42:00;DF;ES;Sudeste;1157;2.26;318.86;30.05;Rodoviário;Casa e Cozinha;Entregue;
3343;5;13;2024-02-21 18:47:00;2024-02-26;2024-02-26 18:47:00;PA;DF;Centro-Oeste;2094;1.21;46.2;33.55;Rodoviário;Beleza;Entregue;
3344;1;7;2024-08-02 16:34:00;2024-08-06;2024-08-06 16:34:00;SC;BA;Nordeste;1500;0.22;35.76;24.41;Rodoviário;Beleza;Entregue;
3345;7;15;2024-05-18 22:24:00;2024-05-24;2024-05-24 22:24:00;MT;CE;Nordeste;2301;1.55;36.51;38.01;Rodoviário;Beleza;Entregue;
3346;6;1;2024-12-17 20:12:00;2024-12-21;2024-12-21 20:12:00;SP;BA;Nordeste;1139;5.13;127.32;46.47;Rodoviário;Casa e Cozinha;Entregue;
3347;2;8;2024-12-29 16:44:00;2025-01-02;2025-01-02 16:44:00;PE;SP;Sudeste;1327;1.28;234.3;23.25;Rodoviário;Esportes;Entregue;
3348;1;1;2024-09-13 06:33:00;2024-09-17;2024-09-17 06:33:00;SP;PI;Nordeste;1328;4.08;81.33;34.43;Rodoviário;Alimentos;Entregue;
3349;3;14;2024-11-14 21:20:00;2024-11-16;2024-11-16 21:20:00;AM;BA;Nordeste;2246;5.38;379.98;162.06;Aéreo;Eletrônicos;Entregue;
3350;4;9;2024-12-17 13:48:00;2024-12-22;2024-12-22 13:48:00;CE;RJ;Sudeste;1635;0.52;134.84;24.54;Rodoviário;Beleza;Entregue;
3351;4;2;2024-06-05 10:45:00;2024-06-10;2024-06-10 10:45:00;SP;RN;Nordeste;1864;0.26;62.69;25.88;Rodoviário;Vestuário;Entregue;
3352;1;6;2024-08-22 11:22:00;2024-08-25;2024-08-25 11:22:00;RS;SP;Sudeste;512;5.7;117.4;38.54;Rodoviário;Casa e Cozinha;Entregue;
3353;4;7;2024-04-02 22:54:00;2024-04-05;2024-04-05 22:54:00;SC;SP;Sudeste;620;7.18;45.78;36.38;Rodoviário;Casa e Cozinha;Entregue;
3354;1;9;2024-12-23 16:56:00;2024-12-29;2024-12-29 16:56:00;CE;MS;Centro-Oeste;2165;0.18;65.05;33.3;Rodoviário;Livros;Entregue;
3355;4;7;2024-02-22 17:25:00;2024-02-24;2024-02-24 17:25:00;SC;BA;Nordeste;1642;1.25;171.81;95.08;Aéreo;Beleza;Entregue;
3356;1;14;2024-01-01 10:23:00;2024-01-06;2024-01-06 10:23:00;AM;RJ;Sudeste;2046;3.27;38.06;38.76;Rodoviário;Alimentos;Entregue;
3357;1;11;2024-05-27 11:54:00;2024-05-30;2024-05-30 11:54:00;GO;SP;Sudeste;655;0.4;100.55;20.22;Rodoviário;Beleza;Entregue;
3358;4;13;2024-09-24 19:03:00;2024-09-29;2024-09-29 19:03:00;PA;RJ;Sudeste;1937;5.52;150.53;41.55;Rodoviário;Alimentos;Entregue;
3359;5;13;2024-11-20 15:46:00;2024-11-26;2024-11-26 15:46:00;PA;PE;Nordeste;2590;0.75;319.23;33.97;Rodoviário;Beleza;Entregue;
3360;2;5;2024-07-27 21:00:00;2024-07-31;2024-07-31 21:00:00;PR;BA;Nordeste;955;24.45;124.67;115.49;Rodoviário;Ferramentas;Entregue;
3361;2;4;2024-01-28 22:48:00;2024-01-31;2024-02-06 22:48:00;MG;PR;Sul;589;0.59;76.57;19.96;Rodoviário;Beleza;Entregue;Falha na roteirização
3362;4;5;2024-06-14 07:00:00;2024-06-17;2024-06-17 07:00:00;PR;MG;Sudeste;604;3.8;387.08;32.13;Rodoviário;Eletrônicos;Entregue;
3363;5;6;2024-11-08 19:58:00;2024-11-12;2024-11-12 19:58:00;RS;MS;Centro-Oeste;1204;3.65;233.96;37.25;Rodoviário;Eletrônicos;Entregue;
3364;2;15;2024-03-12 12:33:00;2024-03-17;2024-03-17 12:33:00;MT;PE;Nordeste;1688;3.08;86.74;38.43;Rodoviário;Alimentos;Entregue;
3365;5;7;2024-01-06 17:10:00;2024-01-11;2024-01-11 17:10:00;SC;CE;Nordeste;1561;8.67;622.2;63.12;Rodoviário;Autopeças;Entregue;
3366;5;12;2024-04-08 16:27:00;2024-04-11;2024-04-16 16:27:00;DF;SP;Sudeste;794;2.36;123.3;30.91;Rodoviário;Brinquedos;Entregue;Volume acima da capacidade
3367;4;12;2024-04-28 22:24:00;2024-05-04;2024-05-04 22:24:00;DF;PI;Nordeste;2164;3.36;325.74;46.07;Rodoviário;Esportes;Entregue;
3368;1;15;2024-11-06 15:35:00;2024-11-09;2024-11-09 15:35:00;MT;SP;Sudeste;768;0.21;44.93;19.78;Rodoviário;Livros;Entregue;
3369;1;4;2024-06-07 06:02:00;2024-06-10;2024-06-10 06:02:00;MG;MS;Centro-Oeste;768;1.18;204.47;19.54;Rodoviário;Esportes;Entregue;
3370;5;1;2024-07-17 18:23:00;2024-07-20;2024-07-20 18:23:00;SP;MG;Sudeste;573;0.29;90.12;16.19;Rodoviário;Livros;Entregue;
3371;1;7;2024-12-22 14:30:00;2024-12-24;2024-12-24 14:30:00;SC;AC;Norte;2046;1.93;473.98;125.08;Aéreo;Esportes;Entregue;
3372;5;8;2024-04-29 17:20:00;2024-05-03;2024-05-03 17:20:00;PE;RJ;Sudeste;1454;1.33;221.55;26.16;Rodoviário;Esportes;Entregue;
3373;7;5;2024-02-24 16:52:00;2024-02-27;2024-02-27 16:52:00;PR;PR;Sul;328;9.01;688.12;39.59;Rodoviário;Autopeças;Entregue;
3374;5;11;2024-12-03 06:00:00;2024-12-09;2024-12-09 06:00:00;GO;CE;Nordeste;2134;12.58;685.52;72.92;Rodoviário;Autopeças;Entregue;
3375;4;13;2024-02-27 10:07:00;2024-02-29;2024-03-01 10:07:00;PA;PA;Norte;74;5.32;71.82;29.82;Rodoviário;Ferramentas;Entregue;Bloqueio de estrada
3376;4;9;2024-04-27 11:34:00;2024-05-01;2024-05-01 11:34:00;CE;SP;Sudeste;1401;7.06;96.5;50.39;Rodoviário;Casa e Cozinha;Entregue;
3377;4;4;2024-11-08 06:27:00;2024-11-11;2024-11-11 06:27:00;MG;MS;Centro-Oeste;879;0.53;23.87;18.65;Rodoviário;Beleza;Entregue;
3378;4;14;2024-02-11 09:53:00;2024-02-16;2024-02-16 09:53:00;AM;MG;Sudeste;1992;1.08;62.47;33.49;Rodoviário;Vestuário;Entregue;
3379;4;10;2024-11-03 16:18:00;2024-11-10;2024-11-10 16:18:00;BA;PA;Norte;2721;4.63;98.73;46.29;Rodoviário;Casa e Cozinha;Entregue;
3380;1;2;2024-12-29 22:11:00;2025-01-02;2025-01-02 22:11:00;SP;PB;Nordeste;1454;0.42;34.82;29.85;Rodoviário;Beleza;Entregue;
3381;5;11;2024-12-13 12:46:00;2024-12-18;2024-12-18 12:46:00;GO;PE;Nordeste;1780;1.33;39.58;28.56;Rodoviário;Vestuário;Entregue;
3382;1;4;2024-10-08 17:42:00;2024-10-11;2024-10-11 17:42:00;MG;SC;Sul;627;10.64;487.83;57.51;Rodoviário;Autopeças;Entregue;
3383;2;1;2024-03-24 19:49:00;2024-03-27;2024-03-27 19:49:00;SP;ES;Sudeste;746;1.16;202.14;22.03;Rodoviário;Brinquedos;Entregue;
3384;4;10;2024-06-15 17:57:00;2024-06-17;2024-06-18 17:57:00;BA;MS;Centro-Oeste;1535;9.33;98.78;189.46;Aéreo;Autopeças;Entregue;Falta de motorista
3385;4;8;2024-03-23 20:58:00;2024-03-29;2024-04-01 20:58:00;PE;PA;Norte;2290;6.18;28.97;47.48;Rodoviário;Casa e Cozinha;Entregue;Restrição de tráfego
3386;4;14;2024-07-17 11:45:00;2024-07-23;2024-07-23 11:45:00;AM;SP;Sudeste;2274;6.96;296.72;61.65;Rodoviário;Casa e Cozinha;Entregue;
3387;4;2;2024-11-24 14:55:00;2024-11-27;2024-11-27 14:55:00;SP;RS;Sul;850;2.88;407.07;33.72;Rodoviário;Esportes;Entregue;
3388;1;5;2024-04-04 19:21:00;2024-04-07;2024-04-07 19:21:00;PR;MG;Sudeste;707;9.14;138.98;51.46;Rodoviário;Eletrônicos;Entregue;
3389;7;2;2024-07-01 06:45:00;2024-07-04;2024-07-05 06:45:00;SP;SC;Sul;659;1.58;50.38;25.23;Rodoviário;Brinquedos;Entregue;Cliente ausente
3390;2;13;2024-06-10 08:59:00;2024-06-15;2024-06-15 08:59:00;PA;SP;Sudeste;1505;0.54;54.96;28.95;Rodoviário;Vestuário;Entregue;
3391;1;7;2024-05-10 08:45:00;2024-05-15;2024-05-15 08:45:00;SC;BA;Nordeste;1636;1.59;538.2;31.04;Rodoviário;Casa e Cozinha;Entregue;
3392;4;2;2024-10-16 22:27:00;2024-10-19;2024-10-19 22:27:00;SP;RS;Sul;798;2.89;58.04;31.47;Rodoviário;Alimentos;Entregue;
3393;6;13;2024-07-29 16:28:00;2024-08-03;2024-08-03 16:28:00;PA;SP;Sudeste;1551;1.23;131.19;28.28;Rodoviário;Vestuário;Entregue;
3394;2;14;2024-10-11 14:44:00;2024-10-19;2024-10-19 14:44:00;AM;CE;Nordeste;3634;10.79;172.69;71.28;Rodoviário;Eletrônicos;Entregue;
3395;1;12;2024-11-06 10:20:00;2024-11-08;2024-11-08 10:20:00;DF;MS;Centro-Oeste;100;0.82;91.73;14.99;Rodoviário;Alimentos;Entregue;
3396;5;11;2024-03-01 09:02:00;2024-03-05;2024-03-05 09:02:00;GO;RS;Sul;1228;6.48;29.37;47.43;Rodoviário;Ferramentas;Entregue;
3397;5;13;2024-03-08 12:32:00;2024-03-16;2024-03-16 12:32:00;PA;CE;Nordeste;3331;0.83;33.15;46.45;Rodoviário;Livros;Entregue;
3398;7;1;2024-11-12 08:54:00;2024-11-14;2024-11-19 08:54:00;SP;SP;Sudeste;72;0.42;34.29;14.74;Rodoviário;Livros;Entregue;Falta de motorista
3399;1;14;2024-08-04 06:20:00;2024-08-11;2024-08-11 06:20:00;AM;RS;Sul;2957;3.18;100.76;51.56;Rodoviário;Casa e Cozinha;Entregue;
3400;4;10;2024-04-09 06:10:00;2024-04-11;2024-04-11 06:10:00;BA;SC;Sul;1753;0.3;232.26;90.86;Aéreo;Beleza;Entregue;
3401;4;12;2024-07-06 15:20:00;2024-07-09;2024-07-09 15:20:00;DF;SP;Sudeste;656;0.9;41.97;19.6;Rodoviário;Beleza;Entregue;
3402;2;2;2024-07-03 20:29:00;2024-07-06;2024-07-06 20:29:00;SP;RJ;Sudeste;396;0.59;54.64;19.42;Rodoviário;Livros;Entregue;
3403;1;3;2024-12-18 18:08:00;2024-12-21;2024-12-21 18:08:00;RJ;SP;Sudeste;357;4.39;25.13;30.25;Rodoviário;Casa e Cozinha;Entregue;
3404;4;7;2024-11-03 15:34:00;2024-11-07;2024-11-07 15:34:00;SC;MT;Centro-Oeste;1139;3.07;155.53;36.64;Rodoviário;Casa e Cozinha;Entregue;
3405;4;15;2024-12-01 10:02:00;2024-12-06;2024-12-06 10:02:00;MT;BA;Nordeste;1803;1.33;54.7;32.99;Rodoviário;Vestuário;Entregue;
3406;4;4;2024-09-28 14:51:00;2024-10-01;2024-10-01 14:51:00;MG;GO;Centro-Oeste;708;1.78;75.18;26.52;Rodoviário;Casa e Cozinha;Entregue;
3407;1;11;2024-01-02 22:26:00;2024-01-04;2024-01-04 22:26:00;GO;MG;Sudeste;901;0.53;96.55;38.85;Rodoaéreo;Livros;Entregue;
3408;1;7;2024-11-13 13:50:00;2024-11-16;2024-11-16 13:50:00;SC;SP;Sudeste;532;4.56;177.07;34.54;Rodoviário;Alimentos;Entregue;
3409;3;8;2024-05-30 20:01:00;2024-05-31;2024-06-01 20:01:00;PE;BA;Nordeste;604;11.04;890.57;152.4;Aéreo;Autopeças;Entregue;Falha na roteirização
3410;1;3;2024-06-15 08:47:00;2024-06-18;2024-06-22 08:47:00;RJ;SP;Sudeste;540;3.82;557.81;28.24;Rodoviário;Eletrônicos;Entregue;Volume acima da capacidade
3411;1;2;2024-01-18 06:57:00;2024-01-21;2024-01-22 06:57:00;SP;RS;Sul;695;6.06;126.92;39.97;Rodoviário;Casa e Cozinha;Entregue;Bloqueio de estrada
3412;5;5;2024-11-12 10:28:00;2024-11-16;2024-11-16 10:28:00;PR;PA;Norte;1434;0.88;54.49;22.88;Rodoviário;Livros;Entregue;
3413;1;2;2024-01-10 16:52:00;2024-01-13;2024-01-13 16:52:00;SP;SP;Sudeste;338;9.08;309.79;53.37;Rodoviário;Autopeças;Entregue;
3414;7;4;2024-12-11 15:28:00;2024-12-13;2024-12-15 15:28:00;MG;RJ;Sudeste;230;1.3;81.12;17.61;Rodoviário;Brinquedos;Entregue;Falha na roteirização
3415;1;7;2024-08-05 22:02:00;2024-08-09;2024-08-09 22:02:00;SC;DF;Centro-Oeste;921;14.06;80.3;75.86;Rodoviário;Ferramentas;Entregue;
3416;5;7;2024-05-30 18:13:00;2024-06-02;2024-06-02 18:13:00;SC;ES;Sudeste;666;10.0;173.37;53.67;Rodoviário;Eletrônicos;Entregue;
3417;4;2;2024-11-11 10:10:00;2024-11-15;2024-11-15 10:10:00;SP;BA;Nordeste;1193;3.73;69.27;30.98;Rodoviário;Alimentos;Entregue;
3418;7;9;2024-09-27 09:53:00;2024-10-04;2024-10-04 09:53:00;CE;PA;Norte;3033;1.86;92.0;36.91;Rodoviário;Brinquedos;Entregue;
3419;7;2;2024-08-17 16:52:00;2024-08-19;2024-08-19 16:52:00;SP;MT;Centro-Oeste;852;3.84;399.66;110.62;Aéreo;Ferramentas;Entregue;
3420;4;2;2024-11-19 17:05:00;2024-11-23;2024-11-23 17:05:00;SP;MA;Nordeste;1362;0.47;150.07;24.95;Rodoviário;Beleza;Entregue;
3421;4;9;2024-05-30 10:31:00;2024-06-02;2024-06-02 10:31:00;CE;BA;Nordeste;892;0.38;20;17.48;Rodoviário;Livros;Entregue;
3422;4;1;2024-05-13 15:52:00;2024-05-16;2024-05-16 15:52:00;SP;RS;Sul;685;0.77;56.33;19.58;Rodoviário;Livros;Entregue;
3423;7;2;2024-10-27 07:51:00;2024-10-30;2024-10-30 07:51:00;SP;MS;Centro-Oeste;677;2.1;220.86;23.78;Rodoviário;Autopeças;Entregue;
3424;7;15;2024-10-22 08:06:00;2024-10-26;2024-10-26 08:06:00;MT;ES;Sudeste;1381;0.53;240.16;22.55;Rodoviário;Beleza;Entregue;
3425;7;6;2024-03-11 13:23:00;2024-03-14;2024-03-14 13:23:00;RS;MS;Centro-Oeste;892;8.1;158.61;49.88;Rodoviário;Casa e Cozinha;Entregue;
3426;1;12;2024-11-25 14:17:00;2024-11-29;2024-11-29 14:17:00;DF;AM;Norte;2601;1.34;83.55;77.83;Rodoaéreo;Vestuário;Entregue;
3427;4;14;2024-10-14 15:35:00;2024-10-20;2024-10-20 15:35:00;AM;GO;Centro-Oeste;2380;18.43;361.72;88.48;Rodoviário;Autopeças;Entregue;
3428;6;8;2024-08-13 21:37:00;2024-08-16;2024-08-16 21:37:00;PE;CE;Nordeste;319;5.63;285.98;37.66;Rodoviário;Eletrônicos;Entregue;
3429;4;4;2024-12-15 21:52:00;2024-12-20;2024-12-20 21:52:00;MG;PB;Nordeste;1842;0.47;63.42;24.69;Rodoviário;Beleza;Entregue;
3430;4;8;2024-06-16 09:18:00;2024-06-22;2024-06-23 09:18:00;PE;AC;Norte;2367;1.98;62.35;41.18;Rodoviário;Alimentos;Entregue;Cliente ausente
3431;5;6;2024-02-08 18:30:00;2024-02-12;2024-02-12 18:30:00;RS;RJ;Sudeste;915;2.53;416.57;26.73;Rodoviário;Esportes;Entregue;
3432;5;1;2024-05-19 13:50:00;2024-05-23;2024-05-28 13:50:00;SP;AL;Nordeste;1408;0.72;187.5;24.11;Rodoviário;Vestuário;Entregue;Falta de motorista
3433;5;13;2024-09-29 07:08:00;2024-10-01;2024-10-02 07:08:00;PA;PA;Norte;67;0.8;35.78;18.34;Rodoviário;Livros;Entregue;Restrição de tráfego
3434;1;8;2024-08-08 10:09:00;2024-08-11;2024-08-11 10:09:00;PE;MA;Nordeste;439;1.79;230.24;24.55;Rodoviário;Beleza;Devolvido;Endereço inexistente
3435;7;2;2024-06-08 21:38:00;2024-06-11;2024-06-11 21:38:00;SP;SP;Sudeste;333;2.11;39.04;26.29;Rodoviário;Alimentos;Entregue;
3436;4;2;2024-01-03 14:17:00;2024-01-05;2024-01-05 14:17:00;SP;SP;Sudeste;121;2.75;68.41;19.42;Rodoviário;Ferramentas;Entregue;
3437;5;14;2024-05-26 06:16:00;2024-06-03;2024-06-09 06:16:00;AM;CE;Nordeste;3474;14.48;128.89;97.99;Rodoviário;Eletrônicos;Entregue;Cliente ausente
3438;4;9;2024-07-01 07:19:00;2024-07-04;2024-07-04 07:19:00;CE;BA;Nordeste;687;0.85;42.41;19.82;Rodoviário;Vestuário;Entregue;
3439;3;2;2024-05-28 19:51:00;2024-05-29;2024-05-29 19:51:00;SP;RS;Sul;726;0.63;53.91;72.85;Aéreo;Alimentos;Entregue;
3440;1;15;2024-05-20 14:27:00;2024-05-26;2024-05-26 14:27:00;MT;CE;Nordeste;2214;5.2;172.83;53.33;Rodoviário;Autopeças;Entregue;
3441;1;4;2024-05-04 08:30:00;2024-05-08;2024-05-08 08:30:00;MG;PE;Nordeste;1474;2.4;81.37;32.34;Rodoviário;Esportes;Entregue;
3442;7;6;2024-12-21 08:59:00;2024-12-26;2024-12-26 08:59:00;RS;PE;Nordeste;2048;3.24;49.82;37.6;Rodoviário;Eletrônicos;Entregue;
3443;1;7;2024-07-06 14:41:00;2024-07-11;2024-07-11 14:41:00;SC;BA;Nordeste;1514;30.18;449.84;124.91;Rodoviário;Autopeças;Entregue;
3444;1;3;2024-01-10 07:42:00;2024-01-15;2024-01-15 07:42:00;RJ;RO;Norte;1798;13.49;321.17;64.49;Rodoviário;Autopeças;Entregue;
3445;7;11;2024-09-08 22:56:00;2024-09-12;2024-09-16 22:56:00;GO;BA;Nordeste;1340;0.46;45.8;25.45;Rodoviário;Livros;Entregue;Restrição de tráfego
3446;1;2;2024-12-13 22:50:00;2024-12-18;2024-12-18 22:50:00;SP;AM;Norte;2062;4.4;247.64;45.39;Rodoviário;Eletrônicos;Entregue;
3447;4;5;2024-08-05 16:17:00;2024-08-08;2024-08-08 16:17:00;PR;SP;Sudeste;422;0.9;61.99;20.44;Rodoviário;Beleza;Entregue;
3448;2;1;2024-10-07 07:20:00;2024-10-11;2024-10-11 07:20:00;SP;RO;Norte;1085;1.64;77.74;26.1;Rodoviário;Brinquedos;Entregue;
3449;4;9;2024-11-07 20:08:00;2024-11-12;;CE;RS;Sul;1723;0.93;167.56;31.96;Rodoviário;Esportes;Extraviado;Perdido em trânsito
3450;4;1;2024-11-29 14:40:00;2024-12-01;2024-12-01 14:40:00;SP;SP;Sudeste;230;2.17;30.34;19.8;Rodoviário;Alimentos;Entregue;
3451;1;5;2024-07-27 09:04:00;2024-07-30;2024-07-30 09:04:00;PR;MG;Sudeste;566;0.75;193.66;17.36;Rodoviário;Vestuário;Entregue;
3452;4;8;2024-09-02 19:41:00;2024-09-07;2024-09-07 19:41:00;PE;MG;Sudeste;1727;0.18;21.33;28.58;Rodoviário;Livros;Entregue;
3453;1;1;2024-07-02 10:46:00;2024-07-04;2024-07-04 10:46:00;SP;SP;Sudeste;169;7.35;815.05;44.42;Rodoviário;Casa e Cozinha;Entregue;
3454;6;3;2024-04-23 20:21:00;2024-04-26;2024-04-26 20:21:00;RJ;PR;Sul;639;2.52;27.62;26.29;Rodoviário;Alimentos;Entregue;
3455;4;9;2024-12-14 09:32:00;2024-12-17;2024-12-17 09:32:00;CE;CE;Nordeste;327;8.3;761.66;41.35;Rodoviário;Ferramentas;Entregue;
3456;1;13;2024-08-08 17:56:00;2024-08-13;2024-08-13 17:56:00;PA;MG;Sudeste;1963;0.77;51.08;32.59;Rodoviário;Livros;Entregue;
3457;5;8;2024-01-15 20:56:00;2024-01-20;2024-01-20 20:56:00;PE;PR;Sul;1593;0.72;118.47;27.41;Rodoviário;Beleza;Entregue;
3458;2;8;2024-12-20 14:22:00;2024-12-26;2024-12-29 14:22:00;PE;RS;Sul;2243;4.45;270.63;46.34;Rodoviário;Alimentos;Entregue;Endereço difícil acesso
3459;7;6;2024-08-30 11:59:00;2024-09-03;2024-09-03 11:59:00;RS;BA;Nordeste;1303;9.9;91.04;54.06;Rodoviário;Ferramentas;Entregue;
3460;5;4;2024-12-07 06:17:00;2024-12-11;2024-12-11 06:17:00;MG;TO;Norte;1130;2.49;175.17;29.67;Rodoviário;Esportes;Entregue;
